id,id_maquina,id_operador,fecha,turno,uploaded_at,created_at
23109087-a291-487a-81d1-6805ff18a4d5,9991,617,2026-04-21,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
24717ae6-8684-4e91-be2f-c4127a724f39,9997,513,2026-04-22,Mañana,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
26906ebc-ccbb-4234-9bcd-5238a112a48a,10002,514,2026-04-22,Noche,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
27051dff-58f6-4821-a8cf-63b8881a1422,10000,500,2026-04-22,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
2c399471-9b17-403d-9069-2fa7eb4b523b,MAQ-9758,605,2026-04-21,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
2c7ac217-cccc-4383-bd75-bd5de06ec488,10004,512,2026-04-20,Tarde,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
2e638de3-a49d-4dd8-b306-03fbc24b06d7,10001,506,2026-04-20,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
2e8ff2e2-c309-483b-8ecc-a45425da4809,MAQ-5357,608,2026-04-22,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
2ea34c5d-b734-4e64-a7bb-bae2f23fb14d,9996,513,2026-04-25,Mañana,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
2f00db3b-1a6a-4f99-a735-eaf3737674dd,9991,610,2026-04-25,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
2f1e1740-5bdb-46fc-833b-1c76ca180da8,9999,505,2026-04-24,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
2fe8437d-725d-436f-8d19-7c1e7e73a9a9,9997,514,2026-04-22,Noche,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
30ff8c78-e428-4551-8fce-8d900e8a3ffa,10002,512,2026-04-20,Tarde,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
320a5985-41e0-4fdf-84ff-74a838041c5e,10001,506,2026-04-23,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
327a08b8-0596-4cea-9fed-8c5b417011ab,10001,506,2026-04-22,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
329e1e7e-c28b-4521-92f3-3f48d70a78a0,MAQ-5357,613,2026-04-21,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
33178f7c-0447-4f8e-864c-ca4e783a47fb,9999,505,2026-04-23,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
33b35b5d-92d7-4ede-9c43-26cd263b5bb6,10000,502,2026-04-22,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
36560347-5da6-43a3-89f5-4d9f93b13206,MAQ-5357,615,2026-04-20,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
36909c31-5cbe-4188-a407-63c3d8f19f9a,MAQ-9758,608,2026-04-25,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
371a746a-f8b1-4082-ac8a-9869ded7a117,10001,506,2026-04-21,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
37ebc0c8-2334-410f-9e5c-660016a79475,10003,602,2026-04-24,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
3a21e4ff-89fa-4ebc-90d3-3a5398e65e44,10004,514,2026-04-22,Noche,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
3a3adada-ee1e-4fdf-9e37-2aedda47ed86,9995,511,2026-04-22,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
3b65ad45-4296-4f93-b42d-3014f1eaf259,9993,503,2026-04-20,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
3dc0263a-9dd1-4a38-982a-560e24dcbbe9,MAQ-9758,613,2026-04-25,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
3ee36ae3-b723-4caa-88a5-3d03829b39fc,10002,513,2026-04-20,Mañana,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
3f1d3f3f-bf25-4a91-af9a-cea92e1b2967,9997,512,2026-04-20,Tarde,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
410c4c3d-de76-4afa-a3bc-b6681198136c,10000,502,2026-04-23,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
415de7dc-7f4d-4fdf-b5a0-48e8be3b12cf,MAQ-9758,613,2026-04-26,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
46f1a520-2238-40c1-97c0-568be0bcf823,9998,500,2026-04-20,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
47c30d98-db1b-4c17-bf02-2e9772937a78,9992,609,2026-04-21,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
47e4ea04-a26d-490a-ab2f-26a25d3253ef,9999,503,2026-04-22,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
48dd50b9-e641-4ef6-955d-33845344da82,MAQ-9758,605,2026-04-23,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
49bd1d35-69f5-406a-897d-3420cca89858,9999,504,2026-04-20,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
4a5092d1-eac6-464a-abb5-aa637d39f69d,10004,513,2026-04-21,Mañana,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
4aae4ed8-95cd-497f-9165-29292567e5d6,9998,501,2026-04-22,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
4d0fe9da-dddc-4974-93b1-34f7a9fef11d,10002,514,2026-04-21,Noche,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
4da8bbf5-3eeb-4891-929c-a5513018b67b,10001,508,2026-04-21,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
5052cae2-5b2e-4779-80ef-9f591cfa71a2,9993,505,2026-04-25,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
50c04c7c-9c63-43d7-9f04-8f1cd86d2eda,10002,513,2026-04-22,Mañana,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
50ec4072-8f11-4b2f-9cd0-2aec1c815397,9994,601,2026-04-22,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
546ad3ba-cebb-4055-83e7-583cd8528c5b,10002,512,2026-04-24,Mañana,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
568433e7-32bc-4370-ab64-ad1c8d2f3b49,MAQ-9758,615,2026-04-21,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
5686f063-88a8-4b6c-bf69-731d1fca4c95,9993,503,2026-04-23,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
57d87439-bdb8-46fa-9d44-f2965ef85b8c,10002,514,2026-04-24,Noche,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
5882ddac-5dd0-4aeb-b5b7-dfd742bd2d36,MAQ-5357,608,2026-04-23,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
58c17194-5da6-4e2e-ad47-4c97ad16a3f0,10003,617,2026-04-22,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
59a887ee-92e2-42db-a023-acf3fcb75662,9995,509,2026-04-22,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
5a40da4a-152b-4be3-b953-3262d5b2a625,9992,606,2026-04-23,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
5ab72c3b-1d40-43b3-9fd2-411e7453455e,MAQ-5357,615,2026-04-21,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
5ad7d4ad-5b1f-48a9-9ef0-22c298fd43c1,9992,606,2026-04-25,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
5b3c1dda-f929-4597-a6ba-883dd45a7a97,MAQ-5357,615,2026-04-25,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
5b9b0db4-426f-4377-bdce-c8898bae7ea9,9992,609,2026-04-25,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
5ca7e900-3f19-46b1-9a9d-e0be770d70ff,MAQ-9758,613,2026-04-21,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
5e98dfed-849f-47ce-a79b-e7ab1b7a9502,9998,501,2026-04-24,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
5fe15c29-dabf-449e-aa5c-1ea9bac33fa8,10000,500,2026-04-24,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
611c4cd4-bebd-4ffc-9b74-6bfaaad70074,10003,601,2026-04-21,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
61c1b510-cc6c-4182-8187-b72098afab90,10003,616,2026-04-24,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
625506e0-2719-4c1f-affb-27dbe05d2a50,10001,508,2026-04-22,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
63761e64-b015-4d41-855a-521a2945ed8c,9992,609,2026-04-24,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
64f32ac2-5c77-4440-88b3-62e044469006,9996,511,2026-04-21,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
653811ad-ed23-476f-92f1-a201d3e7b6b1,9993,504,2026-04-21,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
666ef51f-8c64-495f-bdbc-cc196f6c7e2c,9999,503,2026-04-20,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
66a6ccd9-f62b-480e-9c23-4ad05a1fa3e5,9994,612,2026-04-23,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
6897c3f7-8601-4dcc-a2a5-d6378a89662e,9994,600,2026-04-22,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
69112ca5-fdf2-445b-be91-b0414d65ff9c,10004,512,2026-04-21,Tarde,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
6d2a6b87-3899-469e-84f2-e5837cbed2e2,9998,500,2026-04-21,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
6d47c37f-9e5b-4b1f-b53e-26ad2377b299,9997,512,2026-04-25,Mañana,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
6e70d6d3-f684-4236-8feb-c8614b9271f1,10000,501,2026-04-22,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
6e85a98b-9c49-41ef-847a-09eb8614944e,MAQ-5357,605,2026-04-22,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
6f10e818-a900-4752-8294-41d2cd7d33df,9999,504,2026-04-22,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
7055bc70-13fa-4523-8eb1-dbb481947541,10003,604,2026-04-24,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
7071d875-7c33-4282-ba8e-c6614e3f3672,9998,501,2026-04-20,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
71df88aa-7c01-4974-b506-26d4f4a8beb9,9993,504,2026-04-22,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
7281a0ed-0243-4bc0-88df-684122218057,10002,512,2026-04-21,Tarde,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
72fd0e3c-490a-45a2-a4b7-82a2855b78c9,10001,508,2026-04-20,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
7570fc72-0e6d-4e4a-89c2-a4541a543a03,9992,614,2026-04-22,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
76a0a853-f3c1-4b68-abd9-6549c77fd05c,9995,511,2026-04-20,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
7918c8cb-1111-4649-bfb5-19aef0e57d30,9994,601,2026-04-23,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
7a51967a-2ef0-44db-81a9-6fb51529f7d1,10001,507,2026-04-22,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
7a7c206e-16a3-4a36-bc01-4f735f1bccff,9992,610,2026-04-23,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
7b2d5194-89b6-4725-8032-b4d1cfe9d6fe,10002,513,2026-04-21,Mañana,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
7b68e1eb-d69d-4459-905f-dad36e3a5248,9997,512,2026-04-23,Mañana,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
7c420bfd-11a2-41e8-886e-07bfdc6182ab,10000,501,2026-04-23,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
7d4bc858-df9a-450d-9740-fdd6ba055fee,9992,614,2026-04-24,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
7e2e85d8-f30c-49f0-9331-77fd4b452601,10004,514,2026-04-20,Noche,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
7f07e176-f2a0-476a-a41c-39599f56ec46,9994,600,2026-04-24,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
7f13fe52-5380-4c40-91b7-6be45b092f94,9991,606,2026-04-24,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
7f248b97-a423-4402-977e-19dc4e7e08e3,9991,606,2026-04-25,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
7feddbe6-0410-45eb-9afb-411d0159ee07,MAQ-5357,615,2026-04-24,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
81589bb2-0606-48a9-aa0c-93d876e336c7,10000,501,2026-04-21,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
81ba5af8-ce06-4bfa-8228-a6f53b5921d4,MAQ-9758,605,2026-04-24,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
831ca01b-a29d-4e38-8003-0aeffbd74299,9997,512,2026-04-24,Mañana,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
84e54229-1d15-473b-bbd5-510c3166fd77,MAQ-9758,615,2026-04-20,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
851537f5-d6d2-44a1-bc84-0e9aa198aa0c,10003,616,2026-04-22,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
85d7fa9e-8f9b-4e90-8b09-2198dd623a7f,10003,604,2026-04-25,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
8844965f-d76f-4a00-901f-896c3e130c47,9992,606,2026-04-24,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
8bde1b19-a9ce-4629-9117-56480f4f11b5,10000,500,2026-04-23,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
8d6df71f-b2e3-48f7-9234-789a2415d463,9992,614,2026-04-23,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
8f5bb61b-dcba-4af2-9d5d-7c777af085a9,9991,610,2026-04-23,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
922ef789-1940-4055-ba9f-aff8b5e018f3,9998,502,2026-04-22,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
929f8b3c-9cce-45f7-9cb4-3b05fb936a33,9991,604,2026-04-21,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
94190fa7-fb5d-4a67-87e0-93d8d7920a19,9999,505,2026-04-22,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
95a77bf4-1ee2-4244-ae8e-a48c448d8c8a,9996,509,2026-04-24,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
975f906c-945b-4d49-8fbd-74f953820c04,10004,514,2026-04-21,Noche,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
983ac849-72bd-4b5b-90f3-329db591b87c,9992,606,2026-04-26,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
9bf3d748-1f1a-401a-afdb-2fd73e909307,10004,513,2026-04-22,Mañana,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
9c5e55df-9c27-4bc2-aae5-636e8d1df3aa,10003,601,2026-04-26,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
9c6cc387-cc27-402d-97fa-d27ca4aba03c,9998,502,2026-04-23,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
9d28f4e8-d336-4c0e-96f6-b866cabe7858,9993,503,2026-04-24,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
9e1dd253-a422-459e-99c2-dedb07ee8432,10001,508,2026-04-24,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
9e918e09-4246-47be-a998-d128d464cd93,9997,514,2026-04-23,Noche,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
9f17e497-0a30-4e5f-84fc-13074c92cf89,MAQ-5357,605,2026-04-23,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
9f6908ee-a087-4d37-b4f6-ee9dff4e46dc,9994,612,2026-04-22,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
a062714d-ccce-4c70-b904-e6d2f030045d,MAQ-5357,608,2026-04-26,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
a0be1ee1-3103-4cf9-8e8b-7c3769937c3b,10000,502,2026-04-24,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
a15f82dd-ad11-40d5-b289-87e0bcc56b96,10001,507,2026-04-24,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
a1a3284f-6c21-44f1-8997-47c833462613,9991,614,2026-04-22,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
a1de4f69-529c-4236-988b-527008d13e89,10001,507,2026-04-21,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
a3f37c38-6c95-480d-9b08-5d4925e7988a,10002,512,2026-04-23,Mañana,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
a4fe21d7-577d-41cc-94b5-bf6dca8be914,9996,513,2026-04-23,Mañana,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
a9fb617e-15ca-442e-8101-9780f1e37f0d,9998,502,2026-04-20,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
ab5a9590-f3e5-4d6a-b70a-08855d8038b4,10003,616,2026-04-23,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
abd40dee-7276-4826-b509-1ab7b0fdab53,MAQ-5357,605,2026-04-24,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
ac2c725e-ccc1-4ba1-9492-6026ae048e93,10003,604,2026-04-22,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
ad8610d0-47c8-4993-9f5b-ad56a9b9172f,10000,500,2026-04-21,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
ae6018ee-6d6e-4ce5-acb2-ec425bf972a1,9996,509,2026-04-23,Noche,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
aed9d39a-f3a4-47eb-80af-795cd9152171,10001,508,2026-04-23,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
b0792005-b24e-4f45-9cec-d69623b9551c,9995,513,2026-04-25,Mañana,2026-04-19 21:49:18.097141+00,2026-04-19 21:49:18.097141+00
b1b88ae4-d484-49dc-b3a4-2cc9782cf7ae,9999,505,2026-04-25,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
b28b591e-48d2-49d5-ae9b-9d08b6cf0964,MAQ-9758,615,2026-04-24,Mañana,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
b2d65ab2-ae08-4d97-bdc3-037a908dbb93,9991,602,2026-04-26,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
b32c71cc-45b0-42b9-a81a-b48641500dea,9993,504,2026-04-23,Tarde,2026-04-19 21:49:17.894876+00,2026-04-19 21:49:17.894876+00
