id,id_tarea,id_operador,fecha_periodo,fecha_registro,fecha_completado,fecha_limite,estado,fue_autogenerado,id_maquina,parsable_job_id,motivo_bloqueo,foto_evidencia,veces_aplazada,turno,created_at
0733aa2a-1ca0-4498-b234-1477139d0fe8,9994-1776658499174-905-9,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,9994,,,,0,Tarde,2026-04-21 05:23:17.363044+00
07a8ad12-3b3a-4a61-9112-47f062460847,9999-1776660986172-578-0,504,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-21 04:59:59+00,Atrasado,true,9999,,,,0,Mañana,2026-04-20 12:00:00.3129+00
07b9a2cd-c15c-47f1-bfe1-91c1537ed0e9,10003-1776658481737-519-0,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,10003,,,,0,Tarde,2026-04-21 05:23:17.363044+00
0810038c-4171-4273-8d51-1e519d205f51,9999-1776660986172-367-4,504,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-21 04:59:59+00,Atrasado,true,9999,,,,0,Mañana,2026-04-20 12:00:00.3129+00
087d1dcc-afe2-439e-8c74-1e5af25c58ec,10004-1776661032302-72-0,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,10004,,,,0,Noche,2026-04-21 05:24:46.403171+00
08b1711b-3e43-4061-8a90-fe63e1ce1d40,9993-1776661006799-309-3,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 14:00:00+00,Pendiente,true,9993,,,,0,Mañana,2026-04-21 05:23:17.363044+00
0970463e-329b-4073-b6f3-29c59e4f3f59,9995-1776661059249-1-19,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,9995,,,,0,Noche,2026-04-21 05:24:46.403171+00
09f9448c-2a09-4984-941d-c6fb4ee69127,9996-1776661069105-766-2,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 14:00:00+00,Pendiente,true,9996,,,,0,Mañana,2026-04-21 05:23:17.363044+00
0b784456-813a-447e-a320-77ce312a9887,9993-1776661006799-306-1,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 14:00:00+00,Pendiente,true,9993,,,,0,Mañana,2026-04-21 05:23:17.363044+00
0bd51f62-6b32-4c10-8083-dbe1294ee06b,9996-1776661069105-125-0,511,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-21 04:59:59+00,Atrasado,true,9996,,,,0,Mañana,2026-04-20 12:00:00.3129+00
0de58aaa-27f5-44bc-b446-48502e0e08ca,9999-1776660986172-907-24,504,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-21 04:59:59+00,Atrasado,true,9999,,,,0,Mañana,2026-04-20 12:00:00.3129+00
0edfedc3-f446-40c2-8d12-70acff57a5c7,9999-1776660986172-367-4,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 14:00:00+00,Pendiente,true,9999,,,,0,Mañana,2026-04-21 05:23:17.363044+00
0f0c6b20-51a5-4e39-b887-3215452482c4,30,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,9991,,,,0,Tarde,2026-04-21 05:23:17.363044+00
0f81a44e-bed0-401a-8114-baf266648353,9992-1776658470557-678-23,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,9992,,,,0,Tarde,2026-04-21 05:23:17.363044+00
0ffb5ff7-0171-470b-bad2-1f0063b01455,9998-1776661043000-561-3,502,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-21 04:59:59+00,Atrasado,true,9998,,,,0,Mañana,2026-04-20 12:00:00.3129+00
10906aa3-ba05-4011-80d1-358c5bf97041,10001-1776661051633-362-11,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 14:00:00+00,Pendiente,true,10001,,,,0,Mañana,2026-04-21 05:23:17.363044+00
10b72cc7-8c93-4b32-bd1a-7023322b521a,MAQ-5357-1776658509306-903-1,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,MAQ-5357,,,,0,Noche,2026-04-21 05:24:46.403171+00
117b91d5-a893-4a56-aa27-dc1293402da8,9994-1776658499174-84-0,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,9994,,,,0,Noche,2026-04-21 05:24:46.403171+00
11c0939b-48c9-4df7-8c3e-86889bf36343,MAQ-5357-1776658509306-903-1,615,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-21 04:59:59+00,Atrasado,true,MAQ-5357,,,,0,Mañana,2026-04-20 12:00:00.3129+00
12e7bef7-781d-466c-a5c1-33184a2c50f1,9994-1776658499174-354-3,601,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-21 04:59:59+00,Atrasado,true,9994,,,,0,Mañana,2026-04-20 12:00:00.3129+00
12f30319-24ea-48fe-ae85-b070d7874710,10001-1776661051633-362-11,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,10001,,,,0,Noche,2026-04-21 05:24:46.403171+00
13875ac1-5784-4ef8-9925-942c572d9bdc,10003-1776658481737-519-0,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,10003,,,,0,Noche,2026-04-21 05:24:46.403171+00
13b6e2b7-49ea-44d8-a432-3cb8c024258a,9998-1776661043000-600-5,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,9998,,,,0,Noche,2026-04-21 05:24:46.403171+00
143c7267-c8cf-4444-b5f5-2ae38fd92f74,9992-1776658470557-495-22,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,9992,,,,0,Tarde,2026-04-21 05:23:17.363044+00
15285bec-5bc3-4651-b032-b2c56ec6c9f6,9998-1776661043000-697-26,502,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-21 04:59:59+00,Atrasado,true,9998,,,,0,Mañana,2026-04-20 12:00:00.3129+00
157460eb-f09a-48bd-9d3d-f8659c218634,9995-1776661059249-330-1,511,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-21 04:59:59+00,Atrasado,true,9995,,,,0,Mañana,2026-04-20 12:00:00.3129+00
15d78f6a-5eb3-4101-b41a-8dce77157b40,10003-1776658481737-328-15,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,10003,,,,0,Noche,2026-04-21 05:24:46.403171+00
161831fd-184d-4ea1-8575-a4f5a142e281,10001-1776661051633-418-7,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,10001,,,,0,Tarde,2026-04-21 05:23:17.363044+00
168a85d2-a4cf-4efa-a1bd-1b6eed771e8f,10000-1776660996845-446-1,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,10000,,,,0,Noche,2026-04-21 05:24:46.403171+00
16bc7c9b-e309-44d1-b94f-8fcba051a0f3,9996-1776661069105-520-15,511,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-21 04:59:59+00,Atrasado,true,9996,,,,0,Mañana,2026-04-20 12:00:00.3129+00
17020ef0-5b80-43fc-a6a9-ce79d657659e,9999-1776660986172-303-5,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,9999,,,,0,Tarde,2026-04-21 05:23:17.363044+00
17697800-4ae0-4542-995d-4ed4c879ef65,10000-1776660996845-441-7,502,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-21 04:59:59+00,Atrasado,true,10000,,,,0,Mañana,2026-04-20 12:00:00.3129+00
17eedb2b-4a0f-484a-84ed-d2c4ba868674,10001-1776661051633-572-12,507,2026-04-20,2026-04-20 12:00:00.3129+00,2026-04-21 04:02:41.627+00,2026-04-21 04:59:59+00,Completado,true,10001,fc6090e7-e333-476e-b539-1fa81a147c36,,,0,Mañana,2026-04-20 12:00:00.3129+00
189a57f2-1c44-4c41-a894-7b9be8033b24,29,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 14:00:00+00,Pendiente,true,9991,,,,0,Mañana,2026-04-21 05:23:17.363044+00
19340ac7-3019-462d-817e-6ae08065f240,MAQ-5357-1776658509306-654-5,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 14:00:00+00,Pendiente,true,MAQ-5357,,,,0,Mañana,2026-04-21 05:23:17.363044+00
1954d7d9-af99-4b91-b44a-3708d351ce64,33,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,9991,,,,0,Noche,2026-04-21 05:24:46.403171+00
1a2a241b-df67-458e-a586-2da8b19dc8ae,12,,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-27 04:59:59+00,Pendiente,true,9991,,,,0,Mañana,2026-04-20 12:00:00.3129+00
1a35d4d4-4eb4-47de-acce-e112de5b3e76,10001-1776661051633-434-15,507,2026-04-20,2026-04-20 12:00:00.3129+00,2026-04-21 04:03:01.629+00,2026-04-21 04:59:59+00,Completado,true,10001,ac62b943-ec5f-495b-b573-81245dec8ad2,,,0,Mañana,2026-04-20 12:00:00.3129+00
1a3a3f71-4481-4be0-b99f-3aedea6df539,18,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,9991,,,,0,Tarde,2026-04-21 05:23:17.363044+00
1a70a98f-1aa8-4113-8748-9bb9bfa769d1,17,,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-27 04:59:59+00,Pendiente,true,9991,,,,0,Mañana,2026-04-20 12:00:00.3129+00
1a9e5f3c-25fb-4b26-9ab7-53ca74b4e256,9998-1776661043000-271-10,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,9998,,,,0,Noche,2026-04-21 05:24:46.403171+00
1ae8cff8-7ee7-4be5-a8c9-e9d879f497d5,10001-1776661051633-990-1,507,2026-04-20,2026-04-20 12:00:00.3129+00,2026-04-21 04:01:29.139+00,2026-04-21 04:59:59+00,Completado,true,10001,039b6c46-7895-497a-99fc-becbccdf6dc6,,,0,Mañana,2026-04-20 12:00:00.3129+00
1aeaad72-437a-42aa-89a4-95443d4450ae,9998-1776661043000-653-4,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 14:00:00+00,Pendiente,true,9998,,,,0,Mañana,2026-04-21 05:23:17.363044+00
1aebc9a2-a199-42ec-b707-3ccef635d79b,10001-1776661051633-948-6,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 14:00:00+00,Pendiente,true,10001,,,,0,Mañana,2026-04-21 05:23:17.363044+00
1b1aa6ab-1cef-42a0-bbea-550e201cf3a4,9996-1776661069105-823-6,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,9996,,,,0,Tarde,2026-04-21 05:23:17.363044+00
1b56de64-cbe8-451f-85a3-887be39f55e2,10001-1776661051633-451-16,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,10001,,,,0,Noche,2026-04-21 05:24:46.403171+00
1b7558a2-04c6-4a32-ba03-e27d0378f2a3,9994-1776658499174-540-7,601,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-21 04:59:59+00,Atrasado,true,9994,,,,0,Mañana,2026-04-20 12:00:00.3129+00
1c8e7cbc-3932-42bf-8ce1-7381f18a6d6a,10001-1776661051633-212-9,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,10001,,,,0,Noche,2026-04-21 05:24:46.403171+00
1c9c31ec-3b3a-438f-8ccb-6305c5888630,MAQ-5357-1776658509306-544-0,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,MAQ-5357,,,,0,Tarde,2026-04-21 05:23:17.363044+00
1cbd557a-d7db-4843-99c5-0b3975ab2b19,10000-1776660996845-973-6,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,10000,,,,0,Noche,2026-04-21 05:24:46.403171+00
1d3b470b-c911-4d5d-b1ea-60f4040a6b23,9992-1776658470557-157-47,609,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-21 04:59:59+00,Atrasado,true,9992,,,,0,Mañana,2026-04-20 12:00:00.3129+00
1d72ec06-3c72-47c6-a4e1-202118e9003e,9992-1776658470557-495-22,609,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-21 04:59:59+00,Atrasado,true,9992,,,,0,Mañana,2026-04-20 12:00:00.3129+00
1d92d237-00f2-4216-9cd5-cf64e5584c0a,9999-1776660986172-432-47,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 14:00:00+00,Pendiente,true,9999,,,,0,Mañana,2026-04-21 05:23:17.363044+00
1e3f7616-8bc3-43ff-a8f7-654c734f04d1,9998-1776661043000-600-5,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,9998,,,,0,Tarde,2026-04-21 05:23:17.363044+00
1e9d3767-9372-431d-8bd1-cdefc501e365,MAQ-9758-1776658519688-478-11,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,MAQ-9758,,,,0,Tarde,2026-04-21 05:23:17.363044+00
1fa9040c-a1e6-42fd-97b9-59d917faa439,9998-1776661043000-23-11,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,9998,,,,0,Noche,2026-04-21 05:24:46.403171+00
1fb744f8-bf7d-4bf9-8bb5-3129218f3f1d,9993-1776661006799-66-7,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 14:00:00+00,Pendiente,true,9993,,,,0,Mañana,2026-04-21 05:23:17.363044+00
202adcea-8eb7-42bf-96b0-24ac9fd8606e,9993-1776661006799-734-8,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,9993,,,,0,Tarde,2026-04-21 05:23:17.363044+00
20615b5e-cb95-47e6-823d-b7044ae40778,10003-1776658481737-983-13,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 14:00:00+00,Pendiente,true,10003,,,,0,Mañana,2026-04-21 05:23:17.363044+00
212ea8e5-b5f1-4c10-8876-4ac35553c49f,9998-1776661043000-271-10,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 14:00:00+00,Pendiente,true,9998,,,,0,Mañana,2026-04-21 05:23:17.363044+00
217fbb22-f146-4db6-90ec-2f1ba7a11592,10000-1776660996845-17-0,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,10000,,,,0,Noche,2026-04-21 05:24:46.403171+00
21b5f5b6-3a6b-4aa0-8680-b73e9c7aa30a,7,,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-27 04:59:59+00,Pendiente,true,9991,,,,0,Mañana,2026-04-20 12:00:00.3129+00
21c68710-d5a4-4a3e-b91b-91974346365f,9,,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-27 04:59:59+00,Pendiente,true,9991,,,,0,Mañana,2026-04-20 12:00:00.3129+00
22256684-a68b-4683-a5f9-a94a3dbbf38c,10001-1776661051633-14-13,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,10001,,,,0,Noche,2026-04-21 05:24:46.403171+00
2308f70e-fdcb-4c06-b145-f4830a3740b4,MAQ-5357-1776658509306-345-7,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,MAQ-5357,,,,0,Noche,2026-04-21 05:24:46.403171+00
2377ae42-b2b9-47ac-a40c-c99ec7a9455f,9993-1776661006799-734-8,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,9993,,,,0,Noche,2026-04-21 05:24:46.403171+00
23790fd3-81f0-4c5e-8d9b-0af852e43c7d,9994-1776658499174-395-13,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,9994,,,,0,Tarde,2026-04-21 05:23:17.363044+00
238b2d09-3a05-474d-8bb3-23ac240bf9a0,10000-1776660996845-373-4,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 14:00:00+00,Pendiente,true,10000,,,,0,Mañana,2026-04-21 05:23:17.363044+00
23a74e70-896c-4166-b2dd-7f98448deda6,10001-1776661051633-936-4,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 14:00:00+00,Pendiente,true,10001,,,,0,Mañana,2026-04-21 05:23:17.363044+00
24467f68-141f-43ca-b233-146c1c4e681a,1,,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-27 04:59:59+00,Pendiente,true,9991,,,,0,Mañana,2026-04-20 12:00:00.3129+00
254bcb93-c014-476a-9f49-381f4fd52539,MAQ-5357-1776658509306-544-0,615,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-21 04:59:59+00,Atrasado,true,MAQ-5357,,,,0,Mañana,2026-04-20 12:00:00.3129+00
2569bfdb-ad3f-468c-8c4d-96b057941c1f,9995-1776661059249-691-4,511,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-21 04:59:59+00,Atrasado,true,9995,,,,0,Mañana,2026-04-20 12:00:00.3129+00
2685f7e6-51e2-4a5a-9756-7ca64d31ea88,10000-1776660996845-441-7,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,10000,,,,0,Noche,2026-04-21 05:24:46.403171+00
26c75bd3-7c5c-430b-aa7e-02f282905cdc,9999-1776660986172-556-25,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 14:00:00+00,Pendiente,true,9999,,,,0,Mañana,2026-04-21 05:23:17.363044+00
270925e6-3f6e-4ec6-9db9-2a523aa15fc2,9999-1776660986172-556-25,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,9999,,,,0,Noche,2026-04-21 05:24:46.403171+00
27371857-b254-418d-8ff8-4797f6894825,9994-1776658499174-947-12,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,9994,,,,0,Tarde,2026-04-21 05:23:17.363044+00
276d642e-a333-404d-8e57-d4489c6d44df,10003-1776658481737-957-16,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 14:00:00+00,Pendiente,true,10003,,,,0,Mañana,2026-04-21 05:23:17.363044+00
280088ac-fe46-460a-863b-c2ed31817851,MAQ-5357-1776658509306-654-5,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,MAQ-5357,,,,0,Tarde,2026-04-21 05:23:17.363044+00
2819bf35-0aae-47c5-bb50-b11ae56eb5e9,9996-1776661069105-520-15,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,9996,,,,0,Tarde,2026-04-21 05:23:17.363044+00
284fee67-e4dd-40ec-9ee8-aa225d81fc20,9996-1776661069105-556-14,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,9996,,,,0,Tarde,2026-04-21 05:23:17.363044+00
29ac8406-53c8-4a1a-8c9c-0d023c8ba0d3,9992-1776658470557-777-6,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,9992,,,,0,Tarde,2026-04-21 05:23:17.363044+00
29fe8532-6847-48d9-89f9-1ebac17b4049,MAQ-5357-1776658509306-345-7,615,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-21 04:59:59+00,Atrasado,true,MAQ-5357,,,,0,Mañana,2026-04-20 12:00:00.3129+00
2a63d1d4-5131-4899-8eae-df236db0bd3c,9996-1776661069105-30-4,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,9996,,,,0,Tarde,2026-04-21 05:23:17.363044+00
2aaf1aa7-ae8a-4918-8d48-e4c9f48f225f,10003-1776658481737-809-12,617,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-21 04:59:59+00,Atrasado,true,10003,,,,0,Mañana,2026-04-20 12:00:00.3129+00
2ad4cc34-346f-4d6b-a42e-d5722d314e39,10001-1776661051633-485-14,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,10001,,,,0,Tarde,2026-04-21 05:23:17.363044+00
2b1140f9-8fe2-4c48-9a53-21d8a9da482e,10000-1776660996845-704-5,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,10000,,,,0,Noche,2026-04-21 05:24:46.403171+00
2b4dc420-17c3-4f53-a586-cb89bf08c61b,10003-1776658481737-328-15,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 14:00:00+00,Pendiente,true,10003,,,,0,Mañana,2026-04-21 05:23:17.363044+00
2b593368-84f0-45ac-af0b-9b6370c10e63,MAQ-9758-1776658519688-268-7,615,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-27 04:59:59+00,Pendiente,true,MAQ-9758,,,,0,Mañana,2026-04-20 12:00:00.3129+00
2b750871-3ef5-43c2-8946-701d28fb7212,9998-1776661043000-890-25,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 14:00:00+00,Pendiente,true,9998,,,,0,Mañana,2026-04-21 05:23:17.363044+00
2bf297f4-813f-4c0c-b9a1-54d814e3c09d,10000-1776660996845-17-0,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,10000,,,,0,Tarde,2026-04-21 05:23:17.363044+00
2c119955-e13d-4064-a7de-b13485a61a0c,9999-1776660986172-395-6,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,9999,,,,0,Tarde,2026-04-21 05:23:17.363044+00
2d82ba5a-ee82-49cd-b57d-db999e01787f,9998-1776661043000-697-26,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 14:00:00+00,Pendiente,true,9998,,,,0,Mañana,2026-04-21 05:23:17.363044+00
2db1e0ba-5512-464a-92c3-1d8648d6e4ce,9998-1776661043000-914-9,502,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-21 04:59:59+00,Atrasado,true,9998,,,,0,Mañana,2026-04-20 12:00:00.3129+00
2dede55f-8251-46f0-9403-b86f3176d63c,9998-1776661043000-183-12,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,9998,,,,0,Tarde,2026-04-21 05:23:17.363044+00
2e0b61da-0733-41f8-8db0-8b6f7352ec38,10001-1776661051633-572-12,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 14:00:00+00,Pendiente,true,10001,,,,0,Mañana,2026-04-21 05:23:17.363044+00
2e82b23a-bf5a-4ac9-9adb-2a9b1cb63c9f,9999-1776660986172-907-24,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,9999,,,,0,Noche,2026-04-21 05:24:46.403171+00
2fcac7db-a5a2-47f1-a795-f3b8ba1db13a,9994-1776658499174-84-0,601,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-21 04:59:59+00,Atrasado,true,9994,,,,0,Mañana,2026-04-20 12:00:00.3129+00
301a8bcc-ea53-4ed6-8c36-30749f0a0b1f,9995-1776661059249-384-8,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 14:00:00+00,Pendiente,true,9995,,,,0,Mañana,2026-04-21 05:23:17.363044+00
3081ca35-4b51-427a-bcfa-755120827f59,9994-1776658499174-231-1,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,9994,,,,0,Tarde,2026-04-21 05:23:17.363044+00
3090bcde-8792-406f-91b2-14d7aa535f69,10000-1776660996845-898-2,502,2026-04-20,2026-04-20 12:00:00.3129+00,,2026-04-21 04:59:59+00,Atrasado,true,10000,,,,0,Mañana,2026-04-20 12:00:00.3129+00
311dfa82-ed90-4cc7-bcb4-0f961049565d,10003-1776658481737-957-16,,2026-04-21,2026-04-21 05:23:17.363044+00,,2026-04-21 22:00:00+00,Pendiente,true,10003,,,,0,Tarde,2026-04-21 05:23:17.363044+00
313e1aec-80fa-4153-87d1-c81be5b8b9c0,9996-1776661069105-736-17,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,9996,,,,0,Noche,2026-04-21 05:24:46.403171+00
3175181d-c09e-471c-9497-0205cae76cc8,9995-1776661059249-330-1,,2026-04-21,2026-04-21 05:24:46.403171+00,,2026-04-22 06:00:00+00,Pendiente,true,9995,,,,0,Noche,2026-04-21 05:24:46.403171+00
